mpd_arrest_number,mpd_arrest_date,person_type,top_charge,mpd_charge_category,mpd_charge_description,charge_code,age,arrest_count,race,ethnicity,sex,home_psa,arrest_district,arrest_psa,home_city,home_state,pdid,ccn,latitude,longitude,dmpsj_category,year,month,is_marijuana
182305566004752756707731107105919854036,2016-08-16 11:26:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist Marijuana-fel,48DC904.01A1A2B-V,51,9.0,Black,Not Hispanic Or Latino,Male,Unknown,6D,602,,,56776479318852442211976573955094763842,283737146693346131789577974319311102047,38.898,-76.926,Drugs,2016,8,True
48234006944509409344671001518645520865,2016-08-16 11:26:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Unlawful Possession Of A Firearm,USCACT16-445SEC223,23,4.0,Black,Not Hispanic Or Latino,Male,703,7D,702,WASHINGTON,DC,23040179287694247873489194907326515505,7551384540657190853462018027870190653,38.853,-76.97,Weapons,2016,8,False
334755533187581276971025251763052394125,2016-08-16 12:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,4.0,Black,Not Hispanic Or Latino,Male,705,7D,705,WASHINGTON,DC,280617790507008886657249377147056922133,32681155322750532319800456052894065740,38.843,-76.997,Assault,2016,8,False
7811850473116699818284489777595984807,2016-08-16 12:21:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,6.0,Black,Not Hispanic Or Latino,Female,302,3D,302,WASHINGTON,DC,170294250432739613069240170458040559355,170674943084596431789485082670434819405,38.928000000000004,-77.032,Failure to appear,2016,8,False
158897652449703020980126832579817153350,2016-08-16 12:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,31,20.0,Black,Unknown,Female,705,7D,705,WASHINGTON,DC,52597945444420707486179775752168105272,302353420693538984058793378394175290059,38.843,-76.995,Failure to appear,2016,8,False
210741883375179548420883520040254304039,2016-08-16 14:45:00,DEFENDANT IN ARREST,Yes,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,21,17.0,Black,Not Hispanic Or Latino,Male,502,5D,502,WASHINGTON,DC,187123926486464954549398608414677446027,25574404433650828319503001208762290955,38.923,-76.998,Property,2016,8,False
308103203308507033555177903603525451581,2016-08-16 14:55:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),34,6.0,White,Hispanic Or Latino,Male,404,4D,404,WASHINGTON,DC,318229801420296950438051392992891128593,326917335884793359346065698811911764005,38.94,-77.02600000000001,Assault,2016,8,False
283893264208861474506714715277274702616,2016-08-16 15:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,32,6.0,Black,Unknown,Male,604,6D,603,WASHINGTON,DC,332198308706818561832839167518820074645,194266377812885358043035718460078393934,38.883,-76.96,Drugs,2016,8,False
317955479862346217304042076320134414460,2016-08-16 15:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,28,5.0,Black,Unknown,Female,603,6D,603,WASHINGTON,DC,124319965786142022283663383321131503358,194266377812885358043035718460078393934,38.883,-76.96,Drugs,2016,8,False
243795370264485334465185231840413293818,2016-08-16 15:30:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,22,12.0,Black,Not Hispanic Or Latino,Male,702,5D,504,WASHINGTON,DC,162106348253804477719346894466728183282,135697650467847305580892544013502720560,38.929,-76.98,Weapons,2016,8,False
243795370264485334465185231840413293818,2016-08-16 15:30:00,DEFENDANT IN ARREST,,Weapon Violations,Felon In Possession,22DC4503A2,22,12.0,Black,Not Hispanic Or Latino,Male,702,5D,504,WASHINGTON,DC,162106348253804477719346894466728183282,135697650467847305580892544013502720560,38.929,-76.98,Weapons,2016,8,False
243795370264485334465185231840413293818,2016-08-16 15:30:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,22,12.0,Black,Not Hispanic Or Latino,Male,702,5D,504,WASHINGTON,DC,162106348253804477719346894466728183282,135697650467847305580892544013502720560,38.929,-76.98,Weapons,2016,8,False
243795370264485334465185231840413293818,2016-08-16 15:30:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,22,12.0,Black,Not Hispanic Or Latino,Male,702,5D,504,WASHINGTON,DC,162106348253804477719346894466728183282,135697650467847305580892544013502720560,38.929,-76.98,Drugs,2016,8,False
157456477943606565996687348080113004716,2016-08-16 15:30:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,22,9.0,Black,Not Hispanic Or Latino,Male,507,5D,504,WASHINGTON,DC,218284788496354726430175816234943924546,135697650467847305580892544013502720560,38.93,-76.98,Weapons,2016,8,False
157456477943606565996687348080113004716,2016-08-16 15:30:00,DEFENDANT IN ARREST,,Weapon Violations,Felon In Possession,22DC4503A2,22,9.0,Black,Not Hispanic Or Latino,Male,507,5D,504,WASHINGTON,DC,218284788496354726430175816234943924546,135697650467847305580892544013502720560,38.93,-76.98,Weapons,2016,8,False
157456477943606565996687348080113004716,2016-08-16 15:30:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,22,9.0,Black,Not Hispanic Or Latino,Male,507,5D,504,WASHINGTON,DC,218284788496354726430175816234943924546,135697650467847305580892544013502720560,38.93,-76.98,Weapons,2016,8,False
115695122847502056319871992311250345660,2016-08-16 16:45:00,DEFENDANT IN ARREST,Yes,Fraud and Financial Crimes,Counterfeiting,"22DC3241,3242A1-Y",35,6.0,Black,Not Hispanic Or Latino,Male,307,1D,102,FAIRFAX,VA,195910525516999309017764015883129755493,132342892307471851540303951498750983975,38.9,-77.01899999999999,Fraud,2016,8,False
115695122847502056319871992311250345660,2016-08-16 16:45:00,DEFENDANT IN ARREST,,Fraud and Financial Crimes,Forgery,22DC3241A1,35,6.0,Black,Not Hispanic Or Latino,Male,307,1D,102,FAIRFAX,VA,195910525516999309017764015883129755493,132342892307471851540303951498750983975,38.9,-77.01899999999999,Fraud,2016,8,False
288200211273756542818609413127976219679,2016-08-16 17:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,38,0.0,Black,Unknown,Male,Unknown,5D,503,,,20803680873721658409276386430533516752,22914799177842131854349647140215747395,38.918,-76.965,Drugs,2016,8,False
141556787218911976647872503358835142356,2016-08-16 17:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,24,6.0,Unknown,Unknown,Male,707,6D,602,WASHINGTON,DC,220418189374934872117376349716218239616,153448026741366295976334244407635919840,38.895,-76.949,Vehicle,2016,8,False
173953843737511826403403906895417072590,2016-08-16 17:31:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,18,8.0,Black,Not Hispanic Or Latino,Female,707,6D,602,WASHINGTON,DC,225005936954851680300856682407649772958,153448026741366295976334244407635919840,38.895,-76.949,Vehicle,2016,8,False
73770108165127492687707223110505980049,2016-08-16 18:55:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,27,17.0,Black,Not Hispanic Or Latino,Female,506,5D,506,WASHINGTON,DC,226123531318552392042461465829323933877,3658730808895286749143797789776247082,38.909,-76.987,Failure to appear,2016,8,False
217540409017892952504098047767863522389,2016-08-16 19:20:00,DEFENDANT IN ARREST,Yes,Sex Offenses,First Degree Child Sex Abuse (rape),22DC3008,32,0.0,White,Hispanic Or Latino,Male,402,3D,308,WASHINGTON,DC,88356846804476672775764245971990231374,193883365405730562008890363447852868665,38.909,-77.017,Sex offense,2016,8,False
236518423927549061425792373831829072749,2016-08-16 20:10:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,31,3.0,Black,Unknown,Male,608,6D,608,WASHINGTON,DC,223970830890007052981899578183338951367,325926008514674288018184595875413583950,38.894,-76.923,Drugs,2016,8,False
236518423927549061425792373831829072749,2016-08-16 20:10:00,DEFENDANT IN ARREST,,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,31,3.0,Black,Unknown,Male,608,6D,608,WASHINGTON,DC,223970830890007052981899578183338951367,325926008514674288018184595875413583950,38.894,-76.923,Vehicle,2016,8,False
162288765327986654896870287399115081124,2016-08-16 20:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),62,3.0,Black,Not Hispanic Or Latino,Male,404,4D,404,WASHINGTON,DC,305917264818059014029387999375846272079,106810970087255032949646998284053870998,38.944,-77.02600000000001,Assault,2016,8,False
215919054087693550095645970109696169414,2016-08-16 20:53:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,23,9.0,Black,Not Hispanic Or Latino,Female,506,5D,506,WASHINGTON,DC,267201702023160568265945586217646263495,321926592041439813058039203468714213796,38.91,-76.985,Failure to appear,2016,8,False
44534262625554431871295606329561986119,2016-08-16 21:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),53,3.0,White,Not Hispanic Or Latino,Male,702,3D,301,WASHINGTON,DC,204679359748784306425629315000222274909,337374587824928137091564807835705183633,38.917,-77.03399999999999,Assault,2016,8,False
13894650575751921549153133739214096610,2016-08-16 22:00:00,DEFENDANT IN ARREST,Yes,Robbery,Attempt To Commit Robbery,22DC2802,59,3.0,Black,Unknown,Male,101,1D,102,SILVER SPRING,MD,71577094146716361034536970581966132088,90179729346733892743219442854715448192,38.897,-77.02199999999999,Robbery,2016,8,False
142049641365997009127071209029692086044,2016-08-16 22:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,19,3.0,Black,Not Hispanic Or Latino,Male,105,1D,106,WASHINGTON,DC,70558293295301314498097724165535489322,210294375879725102372381429203867681909,38.876999999999995,-76.99600000000001,Vehicle,2016,8,False
283420794901463689333005852634919054155,2016-08-16 22:55:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),29,4.0,Black,Not Hispanic Or Latino,Female,502,5D,504,WASHINGTON,DC,75824944431953369269586341492960030342,10903577193728004964278093188985514090,38.925,-76.987,Assault,2016,8,False
79194980545683384298367650395578963657,2016-08-16 23:07:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,28,27.0,Black,Not Hispanic Or Latino,Male,608,6D,608,WASHINGTON,DC,140865400156834556963455950980740124562,197591157626460697282654086671839445830,38.900999999999996,-76.92699999999999,Failure to appear,2016,8,False
77198160541545247293148670654696523798,2016-08-16 23:30:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,30,3.0,Black,Not Hispanic Or Latino,Male,607,6D,607,WASHINGTON,DC,324619711662505062949033867187983487780,196798350718119951156222244283926310654,38.868,-76.965,Assault,2016,8,False
162670424105808360999652209892990644899,2016-08-17 01:24:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,28,0.0,Black,Not Hispanic Or Latino,Female,704,7D,704,WASHINGTON,DC,50973544380270219989062870498539233346,247911101630013983690978375142155851999,38.845,-76.973,Assault,2016,8,False
281300063836960304728058876862827574861,2016-08-17 02:24:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,17.0,Black,Not Hispanic Or Latino,Female,707,3D,301,WASHINGTON,DC,8308775679256132511606297258803117927,36567348472306157309359906805727401279,38.918,-77.032,Failure to appear,2016,8,False
281300063836960304728058876862827574861,2016-08-17 02:24:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,17.0,Black,Not Hispanic Or Latino,Female,707,3D,301,WASHINGTON,DC,8308775679256132511606297258803117927,36567348472306157309359906805727401279,38.918,-77.032,Failure to appear,2016,8,False
161280747687100446863007998846835453134,2016-08-17 02:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),58,20.0,Black,Not Hispanic Or Latino,Male,706,7D,706,WASHINGTON,DC,46804145036913069576912961052631686141,121810154479977114537420890687759414641,38.827,-76.998,Assault,2016,8,False
295998450258159524418223853127909580110,2016-08-17 03:11:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,0.0,Black,Unknown,Female,605,6D,605,WASHINGTON,DC,94227343060036315191515711125140888090,211686737739881601486526576766132193761,38.876999999999995,-76.968,Assault,2016,8,False
269622504535753044290047014253372032446,2016-08-17 03:20:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,26,12.0,Black,Unknown,Male,402,3D,305,WASHINGTON,DC,339991154134735250134174421729971690626,319869547261516509075311603776495413536,38.919000000000004,-77.031,Weapons,2016,8,False
164944556982991484149488187570001845430,2016-08-17 06:27:00,DEFENDANT IN ARREST,Yes,Property Crimes,Receiving Stolen Property $1000 Or More,"22DC3232A,C1",22,0.0,Black,Unknown,Female,OUT OF STATE,7D,708,HAMPTON,VA,43966772136720794708708532056582866668,307647651469182649766036844820950619920,38.828,-77.003,Trafficking stolen property,2016,8,False
305391132546085897325316379872635262174,2016-08-17 09:00:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Assault With Significant Bodily Injury,22DC404(A)(2),23,3.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,Unknown,Unknown,SUITLAND,MD,253127724310971451356792234427068066181,300571309059814760939133455146509630970,38.965,-77.008,Assault,2016,8,False
198851328453619216791252595098848874988,2016-08-17 10:04:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",34,0.0,Black,Not Hispanic Or Latino,Female,405,5D,505,WASHINGTON,DC,93476051175171873126603776888726623474,180189077828493571230874116573021071250,,,Theft,2016,8,False
24347923602883569998458433303812188209,2016-08-17 11:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,4.0,Black,Unknown,Male,608,6D,608,WASHINGTON,DC,236239509232205210830154764337160766819,197871592358920581960752224793664840588,38.902,-76.931,Failure to appear,2016,8,False
201746706358910665054959569160706477011,2016-08-17 12:02:00,DEFENDANT IN ARREST,Yes,Sex Abuse,First Degree Sexual Abuse,22DC3002(A)(1),50,12.0,Black,Unknown,Male,Unknown,1D,102,,,95352437147113017495681153664429531879,51593982981486185489267685389178040968,38.894,-77.017,Sex offense,2016,8,False
294536211173426053561524535434578004658,2016-08-17 12:41:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,39,9.0,Black,Not Hispanic Or Latino,Male,302,1D,103,WASHINGTON,DC,252255701867508608950527883290680052719,32232875689175439653170995297753712145,38.902,-77.007,Drugs,2016,8,False
302791337260643802535205963025121390432,2016-08-17 14:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,18,2.0,Black,Unknown,Male,505,5D,505,WASHINGTON,DC,316761036331332415036846711088282987678,16827120009573083251390047930135565736,38.921,-76.98899999999999,Burglary,2016,8,False
305850511784621660178532297319095028682,2016-08-17 14:37:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,56,8.0,Black,Unknown,Male,502,5D,501,WASHINGTON,DC,197200589405604652687920521370593339112,250660214536363138234523369603960473287,38.911,-77.01,Failure to appear,2016,8,False
143488103073300851719036233338510721937,2016-08-17 15:31:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,37,0.0,Black,Unknown,Male,OUT OF STATE,5D,507,TEMPLE HILLS,MD,318464346663279768276255322066708452880,322961172764182708315674001909198896845,38.906,-76.977,Drugs,2016,8,False
87039925966567425816629277228842270916,2016-08-17 15:55:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,31,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,2D,204,OLNEY,MD,263179879551333671844325396312701097925,55811413919511437039128542120211683858,38.935,-77.075,Assault,2016,8,False
92528915922514309499623934623593733260,2016-08-17 16:10:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,60,9.0,Black,Unknown,Male,506,3D,302,WASHINGTON,DC,110158266414958246817947864959969627124,56045665184888902555168254680001540403,38.931,-77.024,Drugs,2016,8,False
40391837613797445317009078457036106944,2016-08-17 16:20:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,25,2.0,Black,Not Hispanic Or Latino,Male,Unknown,3D,303,,,225744014077212122330762200446616252852,211280176192577140332602050926144832664,38.923,-77.043,Failure to appear,2016,8,False
265182876706821430955107179704672651768,2016-08-17 16:43:00,DEFENDANT IN ARREST,Yes,Robbery,Assault W/i To Commit Robbery (simple Assault),22DC401-X,48,2.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,6D,602,TEMPLE HILLS,MD,190108332082641930168295633517495231117,235954323914504135728733152612030952747,38.897,-76.94800000000001,Assault,2016,8,False
265182876706821430955107179704672651768,2016-08-17 16:43:00,DEFENDANT IN ARREST,,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,48,2.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,6D,602,TEMPLE HILLS,MD,190108332082641930168295633517495231117,235954323914504135728733152612030952747,38.897,-76.94800000000001,Assault,2016,8,False
316980954335163900119285036579958248537,2016-08-17 17:02:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,54,15.0,Black,Not Hispanic Or Latino,Male,106,1D,106,WASHINGTON,DC,264207242820596354727041943487021460392,185217198807838539042277811240872878359,38.879,-76.999,Failure to appear,2016,8,False
179030737507231161465595335395666937069,2016-08-17 17:15:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,20,2.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,5D,507,OXON HILL,,227120144556189411446487630545851499241,247973813768196045872010827157495992905,38.895,-76.977,Vehicle,2016,8,False
