mpd_arrest_number,mpd_arrest_date,person_type,top_charge,mpd_charge_category,mpd_charge_description,charge_code,age,arrest_count,race,ethnicity,sex,home_psa,arrest_district,arrest_psa,home_city,home_state,pdid,ccn,latitude,longitude,dmpsj_category,year,month,is_marijuana
304813784488558306847514597928308481557,2016-11-01 11:22:00,DEFENDANT IN ARREST,Yes,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,32,0.0,Black,Not Hispanic Or Latino,Female,OUT OF STATE,6D,601,HYATTSVILLE,MD,159256509293262881022095939953492824011,94067642864023346141900880429872220538,38.900999999999996,-76.949,Property,2016,11,False
160263351483199471113186993177058220765,2016-11-01 12:20:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,36,7.0,Black,Unknown,Male,103,1D,103,WASHINGTON,DC,250361271068711778851323836724982556228,207065458671944381354556706092155156743,38.896,-77.013,Drugs,2016,11,False
224651725491576379693902230333254281168,2016-11-01 12:56:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,22DC4504(A)(2)-Y-3,31,11.0,Black,Unknown,Male,607,6D,607,WASHINGTON,DC,8095758363595220509924831234155158258,226204173784883294354754872264548533413,38.872,-76.979,Weapons,2016,11,False
148413761743696907116029561053755948071,2016-11-01 13:59:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,21,14.0,Black,Not Hispanic Or Latino,Male,604,6D,604,CAPITOL HEIGHTS,MD,336014291289457132271842345961956881239,27090723861689500336709875775432948450,38.876999999999995,-76.93,Assault,2016,11,False
190183083098268444078896783685225530132,2016-11-01 16:25:00,DEFENDANT IN ARREST,Yes,Other Crimes,Obstructing Justice,22DC722,31,3.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,704,SUITLAND,MD,65935489611966994697971137263151361710,158808336986996134270024206886344644268,38.851,-76.97399999999999,Obstruction of justice,2016,11,False
243949972423759590277907208598477584399,2016-11-01 16:58:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,47,5.0,Black,Unknown,Male,501,5D,507,WASHINGTON,DC,327184713686946016629367923390997169296,228528145917897785268309656287624967143,38.9,-76.982,Drugs,2016,11,False
133673725159282433847111035930063241183,2016-11-01 19:10:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,55,4.0,Black,Not Hispanic Or Latino,Male,608,6D,608,OXON HILL,MD,108290276028657767016385088634503852673,112966430039944425615108965676767745006,38.897,-76.916,Assault,2016,11,False
304605972148388219085033222948465809397,2016-11-01 19:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,49,8.0,Black,Unknown,Male,608,6D,608,FORRESTVILLE,MD,230745576441286660079796512651983064304,14224500319031530647904520441255749231,38.891,-76.92399999999999,Vehicle,2016,11,False
224607965153357866401662814597217545453,2016-11-01 21:11:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,52,4.0,Black,Unknown,Male,601,6D,606,WASHINGTON,DC,64456817992458876021964010431729409091,87830375666820419336351287151565640634,38.864000000000004,-76.971,Drugs,2016,11,False
40331274431345289843752332978235736715,2016-11-01 21:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Bail Reform Act -felony,23DC1327A1,68,14.0,Black,Unknown,Male,706,5D,506,ALEXANDRIA,VA,142768278344385187253059017899718528330,120946408993383879712417006060037634687,38.91,-76.985,Failure to appear,2016,11,False
139976816999335239156101968523179395582,2016-11-01 21:35:00,DEFENDANT IN ARREST,Yes,Driving/Boating While Intoxicated,Driving Under The Influence - 4th Offense,50DC2201.05[B]1[C] W,33,0.0,White,Hispanic Or Latino,Male,OUT OF STATE,4D,406,SILVER SPRING,MD,25297858765355280780666963972070100789,133022468593408702423581072088958595015,38.968,-77.009,Vehicle,2016,11,False
142881245328536381015856233952377761663,2016-11-01 22:50:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,26,4.0,Black,Not Hispanic Or Latino,Male,608,6D,604,WASHINGTON,DC,117846196869182504780498830371142098253,268438717358094088971200111711021022332,38.889,-76.934,Weapons,2016,11,False
315776726650342587488160480538972071703,2016-11-02 00:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,23,1.0,White,Unknown,Female,506,5D,506,HOUSTON,TX,11192721048058929109809255313561978129,296282560258470282093667667087384000570,38.903,-76.988,Failure to appear,2016,11,False
138785901607056501009366923903522686367,2016-11-02 03:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),55,5.0,Black,Unknown,Male,703,6D,603,WASHINGTON,DC,91385864366986551515165814944280230493,69452329841378939517912665979366052469,38.885,-76.961,Assault,2016,11,False
41383631276661808438719627070219629070,2016-11-02 04:10:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,33,3.0,Black,Not Hispanic Or Latino,Male,604,6D,603,WASHINGTON,DC,252014933359787410626523569165993502030,263229636507970264716069899042039507372,38.887,-76.953,Weapons,2016,11,False
41383631276661808438719627070219629070,2016-11-02 04:10:00,DEFENDANT IN ARREST,,Offenses Against Family & Children,Second Degree Cruelty To Children (all Other Offenses),22DC1101B,33,3.0,Black,Not Hispanic Or Latino,Male,604,6D,603,WASHINGTON,DC,252014933359787410626523569165993502030,263229636507970264716069899042039507372,38.887,-76.953,Cruelty to children,2016,11,False
36082703157071296446642629443478527138,2016-11-02 09:47:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),32,0.0,Black,Unknown,Male,OUT OF STATE,7D,702,TEMPLE HILLS,MD,121644093837030631752857993268954943518,127473192661369587612662280055938294544,38.853,-76.97,Assault,2016,11,False
305752945136431075427673157949431534625,2016-11-02 09:50:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),56,7.0,Black,Not Hispanic Or Latino,Female,708,7D,708,WASHINGTON,DC,238142207335041169067700717344296680694,15919054690469377630518853701818529816,38.830999999999996,-77.007,Assault,2016,11,False
324970910744281916393628695785049906643,2016-11-02 11:00:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,24,4.0,Black,Not Hispanic Or Latino,Male,505,3D,306,WASHINGTON,DC,6947790399782088396622553840374555669,261345172619263772118650870902063925489,38.915,-77.021,Assault,2016,11,False
79633034750461830405654076985719046938,2016-11-02 11:11:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),35,3.0,Black,Not Hispanic Or Latino,Male,502,2D,204,HYATTSVILLE,MD,206103767272912705235197343138549143682,1055272350101095577528962926579636208,38.935,-77.075,Assault,2016,11,False
49542141070398195928326195363524831722,2016-11-02 11:45:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),30,5.0,Black,Not Hispanic Or Latino,Male,108,1D,108,WASHINGTON,DC,212701581364991785389577461270492391100,182657169899772806071516553226368451359,38.89,-76.983,Assault,2016,11,False
11613213608955728031640020096829092016,2016-11-02 12:50:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,21,10.0,White,Hispanic Or Latino,Male,404,4D,402,WASHINGTON,DC,114616969678330547253841656025781352441,201016154980570576370288664002161808684,38.965,-77.031,Vehicle,2016,11,False
100172304383013018159349761197131500772,2016-11-02 15:25:00,DEFENDANT IN ARREST,Yes,Sex Offenses,First Degree Child Sex Abuse (rape),22DC3008,40,0.0,Black,Hispanic Or Latino,Male,402,6D,608,WASHINGTON,DC,181094177046923252894336985989427174517,49204077528546115342188704802292603063,38.9,-76.93,Sex offense,2016,11,False
333931192257843059782043577427624954664,2016-11-02 16:15:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,30,4.0,Black,Unknown,Male,304,3D,304,WASHINGTON,DC,134314694412452666377018016563781705506,269162523903198868697139121635084936314,38.926,-77.02600000000001,Drugs,2016,11,False
29225299721149197326626875120673958980,2016-11-02 17:35:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,3.0,Black,Unknown,Female,706,7D,708,OXON HILL,MD,333011888162848083385759069713141258928,266549926369094445527881525454584381170,38.827,-77.001,Failure to appear,2016,11,False
300835290368582318289899530944663802535,2016-11-02 19:30:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,Second Degree Cruelty To Children (simple Assault),22DC1101B,26,1.0,Black,Not Hispanic Or Latino,Female,Unknown,6D,608,WASHINGTON,DC,88124595178798998794161681684400222071,93077300646587703806323900497971975382,38.9,-76.93,Cruelty to children,2016,11,False
62269083473751728369120530233187248313,2016-11-02 19:30:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,Second Degree Cruelty To Children Grave Risk,22DC1101B1,27,0.0,Black,Not Hispanic Or Latino,Female,702,6D,608,WASHINGTON,DC,55081394518294271642946440863227584727,21786686669266985061610013824719908527,38.9,-76.93,Cruelty to children,2016,11,False
106615231262960688676391153099119450317,2016-11-02 21:36:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,20,1.0,Black,Unknown,Male,504,6D,604,WASHINGTON,DC,195271933876396643881404473500734983153,16482144284813112764407816659003924281,38.887,-76.937,Weapons,2016,11,False
106615231262960688676391153099119450317,2016-11-02 21:36:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,20,1.0,Black,Unknown,Male,504,6D,604,WASHINGTON,DC,195271933876396643881404473500734983153,16482144284813112764407816659003924281,38.887,-76.937,Weapons,2016,11,False
77928768620257620491963335219271113875,2016-11-03 00:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),41,1.0,Black,Not Hispanic Or Latino,Male,606,6D,606,WASHINGTON,DC,142372507557389411468699424529266773656,230339688262546267774784787497654555667,38.864000000000004,-76.971,Assault,2016,11,False
301012744101635532368459064411561152919,2016-11-03 09:15:00,DEFENDANT IN ARREST,Yes,Sex Abuse,First Degree Sexual Abuse,22DC3002(A)(1),27,4.0,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,315448736139512689138600091046719912293,218499067766187154247483882062439946615,38.857,-76.993,Sex offense,2016,11,False
301012744101635532368459064411561152919,2016-11-03 09:15:00,DEFENDANT IN ARREST,,Kidnapping,Kidnapping,22DC2001,27,4.0,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,315448736139512689138600091046719912293,218499067766187154247483882062439946615,38.857,-76.993,Domestic violence,2016,11,False
141845631059306911570727651027153899223,2016-11-03 09:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,47,7.0,Black,Not Hispanic Or Latino,Male,604,6D,604,WASHINGTON,DC,60788197065979172379688042196229554043,251410942939308591936550739707807490374,38.882,-76.92699999999999,Failure to appear,2016,11,False
331355775830778279711940003190428388025,2016-11-03 09:55:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),25,32.0,Black,Unknown,Male,602,6D,608,WASHINGTON,DC,131942423614538627771389529416282760891,240012637880482638094339167860993163650,38.902,-76.922,Assault,2016,11,False
169684937515374299899738660738319276811,2016-11-03 10:15:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",39,0.0,Black,Unknown,Male,Unknown,5D,501,,WASHINGTON,101149987222645641100966740704309434296,192337766578522496457342821254813314959,38.908,-77.006,Theft,2016,11,False
230081037415241044168342120303599828025,2016-11-03 13:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,41,14.0,Black,Unknown,Male,703,Unknown,Unknown,WASHINGTON,DC,316741300283016329155324424111576509284,218086811753036039329158761462318697493,,,Failure to appear,2016,11,False
136981192458263648787827752552130123247,2016-11-03 18:32:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,22,1.0,Black,Unknown,Male,704,7D,704,WASHINGTON,DC,334530872873242778927827786385107427575,199743363061860127125790288641398438023,38.85,-76.984,Weapons,2016,11,False
136981192458263648787827752552130123247,2016-11-03 18:32:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,22,1.0,Black,Unknown,Male,704,7D,704,WASHINGTON,DC,334530872873242778927827786385107427575,199743363061860127125790288641398438023,38.85,-76.984,Drugs,2016,11,False
9924925783436087210309936970287016204,2016-11-03 18:32:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,21,10.0,Black,Unknown,Male,OUT OF STATE,7D,704,ALEXANDRIA,VA,158522460274265950023770047743565596206,199743363061860127125790288641398438023,38.85,-76.984,Weapons,2016,11,False
9924925783436087210309936970287016204,2016-11-03 18:32:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,21,10.0,Black,Unknown,Male,OUT OF STATE,7D,704,ALEXANDRIA,VA,158522460274265950023770047743565596206,199743363061860127125790288641398438023,38.85,-76.984,Drugs,2016,11,False
74682481137321370974642196243287108770,2016-11-03 18:32:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,47,0.0,Black,Unknown,Male,704,7D,704,WASHINGTON,DC,306648490157571988322077957123302561865,199743363061860127125790288641398438023,38.85,-76.984,Weapons,2016,11,False
74682481137321370974642196243287108770,2016-11-03 18:32:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,47,0.0,Black,Unknown,Male,704,7D,704,WASHINGTON,DC,306648490157571988322077957123302561865,199743363061860127125790288641398438023,38.85,-76.984,Drugs,2016,11,False
323091381437847030118510165543463196152,2016-11-03 18:32:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,43,13.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,310082403587338768777302421668491974590,199743363061860127125790288641398438023,38.85,-76.984,Weapons,2016,11,False
323091381437847030118510165543463196152,2016-11-03 18:32:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,43,13.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,310082403587338768777302421668491974590,199743363061860127125790288641398438023,38.85,-76.984,Drugs,2016,11,False
55292472128677055749974261267897348365,2016-11-03 18:32:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,25,5.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,16158357096918882062850268704157820277,199743363061860127125790288641398438023,38.85,-76.984,Weapons,2016,11,False
55292472128677055749974261267897348365,2016-11-03 18:32:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,25,5.0,Black,Not Hispanic Or Latino,Male,704,7D,704,WASHINGTON,DC,16158357096918882062850268704157820277,199743363061860127125790288641398438023,38.85,-76.984,Drugs,2016,11,False
180097949419536202581169186468574549245,2016-11-03 18:35:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,21,10.0,Unknown,Hispanic Or Latino,Male,502,3D,302,WASHINGTON,DC,134628357136279772179571146307570285041,103521080893323076198653942320929803585,38.931,-77.035,Drugs,2016,11,False
225827815144006182601639295392541417325,2016-11-03 18:48:00,DEFENDANT IN ARREST,Yes,Prostitution,Pandering,22DC2705-Y,24,6.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,5D,501,WADORLF,MD,30125430669786713667008220570332944164,164697240439594420631246890450127467977,38.908,-77.006,Prostitution,2016,11,False
21878071351439621170782059224187541643,2016-11-03 19:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,40,3.0,Black,Unknown,Male,704,1D,108,WASHINGTON,DC,238857585734859578271846329917654761067,271923640308819172563080076877544727610,,,Failure to appear,2016,11,False
314166229021234924216515350982566223571,2016-11-03 19:20:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,1st Degree Cruelty To Children,22DC1101A1-X,52,8.0,Black,Unknown,Male,604,6D,604,WASHINGTON,DC,245356364211516464621773176847622414208,233527946762304909057545688650602997826,38.889,-76.937,Cruelty to children,2016,11,False
314166229021234924216515350982566223571,2016-11-03 19:20:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,52,8.0,Black,Unknown,Male,604,6D,604,WASHINGTON,DC,245356364211516464621773176847622414208,233527946762304909057545688650602997826,38.889,-76.937,Failure to appear,2016,11,False
272851564616595759241497917335590048607,2016-11-03 19:36:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,58,1.0,Black,Unknown,Male,Unknown,1D,102,,,236222474556744456040540408632858952579,41006201080075195954319739090981236969,38.902,-77.021,Failure to appear,2016,11,False
133860030566104317507770677951027315151,2016-11-03 19:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),45,6.0,Black,Not Hispanic Or Latino,Male,Unknown,7D,705,,,283102080916573575776579430497202924238,114033383645021992470430719047188831143,38.842,-76.988,Drugs,2016,11,False
133860030566104317507770677951027315151,2016-11-03 19:40:00,DEFENDANT IN ARREST,,Property Crimes,Tampering With Physical Evidence,22DC723,45,6.0,Black,Not Hispanic Or Latino,Male,Unknown,7D,705,,,283102080916573575776579430497202924238,114033383645021992470430719047188831143,38.842,-76.988,Obstruction of justice,2016,11,False
88003212438563843803923898254834351462,2016-11-03 19:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),38,2.0,Black,Not Hispanic Or Latino,Male,708,7D,708,WASHINGTON,DC,188060657114123854329779632603683138370,324653658990334698216875247077797716955,38.821999999999996,-77.0,Drugs,2016,11,False
225920947389287002888658827120295022366,2016-11-03 19:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),53,2.0,Black,Not Hispanic Or Latino,Male,107,7D,708,WASHINGTON,DC,89273594066601801512091865875961222838,324653658990334698216875247077797716955,38.821999999999996,-77.0,Drugs,2016,11,False
266053932757042763864666385215148497924,2016-11-03 21:09:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,40,0.0,White,Hispanic Or Latino,Male,OUT OF STATE,2D,208,ROCKVILLE,MD,39536075046445376346246782171831937483,95223728843722329224486566026212675560,38.912,-77.045,Robbery,2016,11,False
186583939917719957527472517134037658948,2016-11-03 21:20:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,43,4.0,Black,Unknown,Male,Unknown,3D,302,,,44629626818369666113707430183851281102,303850179758870948427888700936552535386,38.93,-77.023,Failure to appear,2016,11,False
226148415391665601014202820927123397923,2016-11-03 22:15:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,39,6.0,Black,Not Hispanic Or Latino,Male,506,7D,705,FORT WASHINGTON,MD,320273156763363009790613881074359412839,21383981911045391287831400976895349819,38.842,-76.98899999999999,Weapons,2016,11,False
226148415391665601014202820927123397923,2016-11-03 22:15:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,39,6.0,Black,Not Hispanic Or Latino,Male,506,7D,705,FORT WASHINGTON,MD,320273156763363009790613881074359412839,21383981911045391287831400976895349819,38.842,-76.98899999999999,Weapons,2016,11,False
226148415391665601014202820927123397923,2016-11-03 22:15:00,DEFENDANT IN ARREST,,Narcotics,Poss W/i To Dist Marijuana-fel,48DC904.01A1A2B-V,39,6.0,Black,Not Hispanic Or Latino,Male,506,7D,705,FORT WASHINGTON,MD,320273156763363009790613881074359412839,21383981911045391287831400976895349819,38.842,-76.98899999999999,Drugs,2016,11,True
292390111638122807619205547966553376362,2016-11-03 22:44:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),53,6.0,Black,Not Hispanic Or Latino,Male,405,5D,504,WASHINGTON,DC,196817343791762781727860330671226144475,100484661872246112736327248781725526963,38.925,-76.987,Drugs,2016,11,False
48205347098341371136438310551837362121,2016-11-03 22:45:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,1st Degree Cruelty To Children,22DC1101A1-X,23,0.0,Black,Not Hispanic Or Latino,Male,507,5D,503,BELTSVILLE,MD,121947728156961843747183632967517816912,138983987694244708438652681362595376363,38.915,-76.97399999999999,Cruelty to children,2016,11,False
201189815127074359596863533077569650049,2016-11-04 00:36:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,49,3.0,Black,Not Hispanic Or Latino,Male,Unknown,5D,503,,,266155261513461282888417247229080987579,140285165560806189426504300438677724956,38.917,-76.972,Assault,2016,11,False
272416175909400645738933532960625312180,2016-11-04 00:50:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,63,0.0,Black,Unknown,Male,505,7D,701,WASHINGTON,DC,268195508004753983798994983366672755263,18996608097299299115215151803766973522,38.866,-76.985,Assault,2016,11,False
55601842453032313418546260977583614913,2016-11-04 01:40:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,20,2.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,5D,506,OXON HILL,MD,3955727746801120063206326177911622882,226881637211749688849509881201687677275,38.900999999999996,-76.985,Vehicle,2016,11,False
53663957635594025646473952291371165122,2016-11-04 03:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,4.0,Black,Not Hispanic Or Latino,Female,Unknown,5D,502,WASHINGTON,CO,176986400861582468142529237646470914704,35425659699337053958040288148109521809,38.913000000000004,-77.008,Failure to appear,2016,11,False
53663957635594025646473952291371165122,2016-11-04 03:00:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,4.0,Black,Not Hispanic Or Latino,Female,Unknown,5D,502,WASHINGTON,CO,176986400861582468142529237646470914704,35425659699337053958040288148109521809,38.913000000000004,-77.008,Failure to appear,2016,11,False
53663957635594025646473952291371165122,2016-11-04 03:00:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,4.0,Black,Not Hispanic Or Latino,Female,Unknown,5D,502,WASHINGTON,CO,176986400861582468142529237646470914704,35425659699337053958040288148109521809,38.913000000000004,-77.008,Failure to appear,2016,11,False
296913642501928782277445267730977958982,2016-11-04 03:12:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,21,1.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,4D,405,HYATTSVILLE,MD,324136732991238415557445467298642572449,33860408959795502974233600828926804767,38.942,-76.993,Vehicle,2016,11,False
202558508249699528775985166501455822393,2016-11-04 03:15:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,19,1.0,Black,Not Hispanic Or Latino,Female,502,4D,405,WASHINGTON,DC,133398646740094182704596468086158608932,33860408959795502974233600828926804767,38.942,-76.993,Vehicle,2016,11,False
253378868201608318963406554684226856035,2016-11-04 04:10:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,34,1.0,Black,Not Hispanic Or Latino,Male,103,2D,207,WASHINGTON,DC,113401752696591763440059165699099568401,44442113292114392973530050595380281556,38.898,-77.032,Weapons,2016,11,False
253378868201608318963406554684226856035,2016-11-04 04:10:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,34,1.0,Black,Not Hispanic Or Latino,Male,103,2D,207,WASHINGTON,DC,113401752696591763440059165699099568401,44442113292114392973530050595380281556,38.898,-77.032,Weapons,2016,11,False
240325860280040401688210698354595079410,2016-11-04 06:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Receiving Stolen Property $1000 Or More,"22DC3232A,C1",18,4.0,Black,Not Hispanic Or Latino,Male,502,5D,502,WASHINGTON,DC,292767517010194370720566322574049273874,111638815801153076633626003463801582222,38.916,-77.002,Trafficking stolen property,2016,11,False
38969738763257553733624192716822948835,2016-11-04 06:40:00,DEFENDANT IN ARREST,Yes,Sex Abuse,Second Degree Sex Abuse- Incompetent,22DC3003[2],28,0.0,White,Not Hispanic Or Latino,Female,208,1D,102,WASHINGTON,DC,239062071100556335637345977980217711566,156490270897391439783757797545542109180,38.894,-77.017,Sex offense,2016,11,False
93802115448679095943735869874850312245,2016-11-04 06:41:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,1st Degree Cruelty To Children,22DC1101A1-X,44,0.0,Black,Not Hispanic Or Latino,Female,701,3D,306,WASHINGTON,DC,331477772687382701098637533718812599188,284868304632607704618507223919668109097,38.918,-77.02,Cruelty to children,2016,11,False
219237499694944626095341309053796559589,2016-11-04 07:04:00,DEFENDANT IN ARREST,Yes,Fraud and Financial Crimes,Fraud 1st Deg $1000 Or More,"22DC3221A,3222A1",35,0.0,Black,Not Hispanic Or Latino,Female,Unknown,1D,102,,WASHINGTON,111697592399694169409980060449497765417,217013440467901219486887613788501943690,38.894,-77.017,Fraud,2016,11,False
332610449372792755813022545871943324980,2016-11-04 07:50:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,41,3.0,Black,Unknown,Female,308,3D,301,WASHINGTON,DC,190256057952412169857273571006130940987,158208570836616017545683433595986793563,38.918,-77.038,Robbery,2016,11,False
339105352481194419684473108545964763024,2016-11-04 08:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),37,0.0,Black,Unknown,Male,104,5D,503,WASHINGTON,DC,125825475510404942422187349321686688790,235316009413784555573766626054104742216,38.919000000000004,-76.96300000000001,Assault,2016,11,False
57134393741821703425164484831899195011,2016-11-04 08:51:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,41,1.0,Black,Unknown,Female,507,5D,506,WASHINGTON,DC,70499948972874275096596316578706371092,276527367581241508404534941119493517681,38.907,-76.984,Assault,2016,11,False
